MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2445095	Nrros	negative regulator of reactive oxygen species	16		transforming growth factor beta binding			IPI	P04202 	J:264027 	
MGI:2445095	Nrros	negative regulator of reactive oxygen species	16		transforming growth factor beta binding			ISO	Q86YC3 	J:164563 	
MGI:97380	Ntf3	neurotrophin 3	6		nerve growth factor binding			ISO	RGD:619728 	J:155856 	
MGI:97383	Ntrk1	neurotrophic tyrosine kinase, receptor, type 1	3		nerve growth factor binding			ISO	RGD:620144 	J:155856 	
MGI:97383	Ntrk1	neurotrophic tyrosine kinase, receptor, type 1	3		nerve growth factor binding			ISO	P04629 	J:164563 	
MGI:97383	Ntrk1	neurotrophic tyrosine kinase, receptor, type 1	3		neurotrophin binding			IBA	PTN001230900 	J:265628 	
MGI:97384	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2	13		brain-derived neurotrophic factor binding			IBA	PTN002814914 	J:265628 	
MGI:97384	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2	13		brain-derived neurotrophic factor binding			IDA		J:41382 	
MGI:97384	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2	13		brain-derived neurotrophic factor binding			ISO	RGD:3213 	J:155856 	
MGI:97384	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2	13		neurotrophin binding			IBA	PTN001230900 	J:265628 	
MGI:97384	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2	13		neurotrophin binding			IDA		J:41382 	
MGI:97384	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2	13		neurotrophin binding			ISO	RGD:3213 	J:155856 	
MGI:97384	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2	13		neurotrophin binding			ISO	Q16620 	J:164563 	
MGI:97385	Ntrk3	neurotrophic tyrosine kinase, receptor, type 3	7		neurotrophin binding			IBA	PTN001230900 	J:265628 	
MGI:1330819	Osmr	oncostatin M receptor	15		growth factor binding			ISO	Q99650 	J:164563 	
MGI:102897	Pcsk6	proprotein convertase subtilisin/kexin type 6	7		nerve growth factor binding			ISO	P29122 	J:164563 	
MGI:2448536	Pdap1	PDGFA associated protein 1	5		platelet-derived growth factor binding			ISO	U41745 	J:73065 	
MGI:97527	Pdgfa	platelet derived growth factor, alpha	5		platelet-derived growth factor binding			ISO	P04085 	J:164563 	
MGI:97528	Pdgfb	platelet derived growth factor, B polypeptide	15		platelet-derived growth factor binding			ISO	P01127 	J:164563 	
MGI:97530	Pdgfra	platelet derived growth factor receptor, alpha polypeptide	5		growth factor binding			IBA	PTN001974966 	J:265628 	
MGI:97530	Pdgfra	platelet derived growth factor receptor, alpha polypeptide	5		platelet-derived growth factor binding			IBA	PTN002814370 	J:265628 	
MGI:97530	Pdgfra	platelet derived growth factor receptor, alpha polypeptide	5		platelet-derived growth factor binding			IDA		J:93392 J:177243 	
MGI:97530	Pdgfra	platelet derived growth factor receptor, alpha polypeptide	5		platelet-derived growth factor binding			ISO	P16234 	J:164563 	
MGI:97530	Pdgfra	platelet derived growth factor receptor, alpha polypeptide	5		platelet-derived growth factor binding			TAS		J:169941 	
MGI:97530	Pdgfra	platelet derived growth factor receptor, alpha polypeptide	5		vascular endothelial growth factor binding			ISO	P16234 	J:164563 	
MGI:97531	Pdgfrb	platelet derived growth factor receptor, beta polypeptide	18		growth factor binding			IBA	PTN001974966 	J:265628 	
MGI:97531	Pdgfrb	platelet derived growth factor receptor, beta polypeptide	18		platelet-derived growth factor binding			IBA	PTN002814407 	J:265628 	
MGI:97531	Pdgfrb	platelet derived growth factor receptor, beta polypeptide	18		platelet-derived growth factor binding			ISO	P09619 	J:164563 	
MGI:97531	Pdgfrb	platelet derived growth factor receptor, beta polypeptide	18		platelet-derived growth factor binding			TAS		J:169941 	
MGI:97531	Pdgfrb	platelet derived growth factor receptor, beta polypeptide	18		vascular endothelial growth factor binding			ISO	P09619 	J:164563 	
MGI:1919282	Pdxp	pyridoxal (pyridoxine, vitamin B6) phosphatase	15		growth factor binding			ISO	RGD:1586212 	J:155856 	
MGI:97804	Ptn	pleiotrophin	6		vascular endothelial growth factor binding			ISO	RGD:3444 	J:155856 	
MGI:97816	Ptprz1	protein tyrosine phosphatase, receptor type Z, polypeptide 1	6		fibroblast growth factor binding			ISO	RGD:3455 	J:155856 	
MGI:87854	Pzp	PZP, alpha-2-macroglobulin like	6		brain-derived neurotrophic factor binding			ISO	RGD:628643 	J:155856 	
MGI:87854	Pzp	PZP, alpha-2-macroglobulin like	6		nerve growth factor binding			ISO	RGD:628643 	J:155856 	
MGI:97478	Reg3b	regenerating islet-derived 3 beta	6		growth factor binding			ISO	RGD:3254 	J:155856 	
MGI:105110	Rps2	ribosomal protein S2	17		fibroblast growth factor binding			ISO	P15880 	J:164563 	
MGI:1333780	Rps19	ribosomal protein S19	7		fibroblast growth factor binding			ISO	P39019 	J:164563 	
MGI:109581	S100a13	S100 calcium binding protein A13	3		fibroblast growth factor binding			ISO	Q99584 	J:164563 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		fibroblast growth factor binding			ISO	RGD:3637 	J:155856 	
MGI:98251	Scn5a	sodium channel, voltage-gated, type V, alpha	9		fibroblast growth factor binding			ISO	Q14524 	J:164563 	
MGI:1337026	Sdcbp	syndecan binding protein	4		growth factor binding			ISO	RGD:621497 	J:155856 	
MGI:1913462	Sec61b	Sec61 beta subunit	4		epidermal growth factor binding			ISO	P60468 	J:164563 	
MGI:98296	Shc1	src homology 2 domain-containing transforming protein C1	3		epidermal growth factor binding			IPI	Q01279 	J:93419 	
MGI:109257	Smn1	survival motor neuron 1	13		fibroblast growth factor binding			ISO	RGD:620755 	J:155856 	
MGI:1338015	Sort1	sortilin 1	3		nerve growth factor binding			ISO	Q99523 	J:164563 	
MGI:1916042	Srpx2	sushi-repeat-containing protein, X-linked 2	X		hepatocyte growth factor binding			ISO	O60687 	J:164563 	
MGI:98664	Tek	TEK receptor tyrosine kinase	4		growth factor binding			ISO	RGD:620980 	J:155856 	
MGI:98727	Tgfb3	transforming growth factor, beta 3	12		transforming growth factor beta binding			ISO	P10600 	J:164563 	
MGI:98728	Tgfbr1	transforming growth factor, beta receptor I	4	contributes_to	growth factor binding			ISO	P36897 	J:164563 	
MGI:98728	Tgfbr1	transforming growth factor, beta receptor I	4		transforming growth factor beta binding			IPI	PR:P04202 	J:128350 	
MGI:98728	Tgfbr1	transforming growth factor, beta receptor I	4	contributes_to	transforming growth factor beta binding			ISO	P36897 	J:164563 	
MGI:98728	Tgfbr1	transforming growth factor, beta receptor I	4		transforming growth factor beta binding			ISO	RGD:3852 	J:155856 	
MGI:98728	Tgfbr1	transforming growth factor, beta receptor I	4		transforming growth factor beta binding			ISO	P36897 	J:164563 	
MGI:98729	Tgfbr2	transforming growth factor, beta receptor II	9		transforming growth factor beta binding			IBA	PTN000583678 	J:265628 	
MGI:98729	Tgfbr2	transforming growth factor, beta receptor II	9		transforming growth factor beta binding			IPI	PR:P04202 	J:128350 	
MGI:98729	Tgfbr2	transforming growth factor, beta receptor II	9	contributes_to	transforming growth factor beta binding			ISO	P37173 	J:164563 	
MGI:98729	Tgfbr2	transforming growth factor, beta receptor II	9		transforming growth factor beta binding			ISO	P37173 	J:164563 	
MGI:104637	Tgfbr3	transforming growth factor, beta receptor III	5		fibroblast growth factor binding			ISO	RGD:61821 	J:155856 	
MGI:104637	Tgfbr3	transforming growth factor, beta receptor III	5	contributes_to	transforming growth factor beta binding			IBA	PTN004450156 	J:265628 	
MGI:104637	Tgfbr3	transforming growth factor, beta receptor III	5		transforming growth factor beta binding			IDA		J:118378 	
MGI:104637	Tgfbr3	transforming growth factor, beta receptor III	5	contributes_to	transforming growth factor beta binding			ISO	RGD:61821 	J:155856 	
MGI:104637	Tgfbr3	transforming growth factor, beta receptor III	5	contributes_to	transforming growth factor beta binding			ISO	Q03167 	J:164563 	
MGI:104637	Tgfbr3	transforming growth factor, beta receptor III	5		transforming growth factor beta binding			ISO	RGD:61821 	J:155856 	
MGI:104637	Tgfbr3	transforming growth factor, beta receptor III	5		transforming growth factor beta binding			ISO	Q03167 	J:164563 	
MGI:3833469	Tgfbr3l	transforming growth factor, beta receptor III-like	8	contributes_to	transforming growth factor beta binding			IBA	PTN004450156 	J:265628 	
MGI:98737	Thbs1	thrombospondin 1	2		fibroblast growth factor binding			ISO	P07996 	J:164563 	
MGI:2137356	Trim16	tripartite motif-containing 16	11		interleukin-1 binding			ISO	O95361 	J:164563 	
MGI:2443855	Tsku	tsukushi, small leucine rich proteoglycan	7		transforming growth factor beta binding			IBA	PTN002809335 	J:265628 	
MGI:2443855	Tsku	tsukushi, small leucine rich proteoglycan	7		transforming growth factor beta binding			IPI	P04202 	J:190629 	
MGI:2137520	Twsg1	twisted gastrulation BMP signaling modulator 1	17		transforming growth factor beta binding			ISO	Q9GZX9 	J:164563 	
MGI:2177651	Vasn	vasorin	16		transforming growth factor beta binding			IBA	PTN002809335 	J:265628 	
MGI:2177651	Vasn	vasorin	16		transforming growth factor beta binding			ISO	Q6EMK4 	J:164563 	
MGI:103178	Vegfa	vascular endothelial growth factor A	17		growth factor binding			ISO	RGD:619991 	J:155856 	
MGI:2670967	Wfikkn1	WAP, FS, Ig, KU, and NTR-containing protein 1	17		transforming growth factor beta binding			IBA	PTN000009221 	J:265628 	
MGI:2670967	Wfikkn1	WAP, FS, Ig, KU, and NTR-containing protein 1	17		transforming growth factor beta binding			ISO	Q96NZ8 	J:164563 	
MGI:2669209	Wfikkn2	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2	11		transforming growth factor beta binding			IBA	PTN000009194 	J:265628 	
MGI:2669209	Wfikkn2	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2	11		transforming growth factor beta binding			ISO	Q8TEU8 	J:164563 	

